Marca,Carro,Descrição,Preço,Ano,KM Rodado,Transmissão,Cidade,Estado,Classificação,Preço Predito
Fiat,Mobi,Mobi 1.0 Like,50990,2021,40000,Manual,Rio de Janeiro,RJ,Mediano,50990.0
Fiat,Uno,Uno 1.0 Attractive,50990,2020,42916,Manual,Piracicaba,SP,Mediano,50990.0
Fiat,Uno,Uno 1.0 Attractive,50990,2020,45734,Manual,Betim,MG,Mediano,50590.0
Fiat,Uno,Uno 1.0 Attractive,50990,2021,44209,Manual,Joinville,SC,Mediano,50990.0
Fiat,Uno,Uno 1.0 Attractive,50990,2020,43596,Manual,Vitória da Conquista,BA,Mediano,50990.0
Fiat,Mobi,Mobi 1.0 Evo Like,50990,2020,37228,Manual,Feira de Santana,BA,Mediano,50945.0
Renault,Logan,Logan Zen 1.0,50990,2019,200,Manual,Duque de Caxias,RJ,Mediano,50445.0
Renault,Logan,Logan Zen 1.0,50990,2019,35100,Manual,São Bernardo do Campo,SP,Mediano,50990.0
Fiat,Mobi,Mobi 1.0 Evo Way,50990,2019,34135,Manual,São Paulo,SP,Mediano,50990.0
Renault,Kwid,Kwid 1.0 Intense,50990,2019,50000,Manual,Campinas,SP,Mediano,49930.0
Fiat,Mobi,Mobi 1.0 Evo Like,50990,2020,68147,Manual,Mogi das Cruzes,SP,Mediano,50990.0
Renault,Kwid,Kwid 1.0 Outsider,50990,2019,61500,Manual,São Paulo,SP,Mediano,50990.0
Ford,Ka,Ka 1.0 SE,50990,2019,46242,Manual,Jaboatão dos Guararapes,PE,Mediano,49700.0
Ford,Ka,Ka 1.0 SE,50990,2020,47871,Manual,Natal,RN,Mediano,50990.0
Chevrolet,Joy Plus,Joy Plus 1.0 SPE/4 Eco,50990,2020,100,Manual,Rio de Janeiro,RJ,Mediano,50990.0
Renault,Sandero,Sandero 1.0 Zen,50990,2019,39000,Manual,São Paulo,SP,Mediano,50990.0
Fiat,Mobi,Mobi 1.0 Evo Way,50990,2019,34135,Manual,São Paulo,SP,Mediano,50990.0
Fiat,Uno,Uno Way 1.3 (Flex),50990,2019,47900,Manual,Olinda,PE,Mediano,50990.0
Fiat,Uno,Uno Attractive 1.0 (Flex),50990,2019,42918,Manual,Joinville,SC,Mediano,51275.0
Volkswagen,Gol,Gol 1.6 MSI (Flex),50990,2019,84000,Manual,Curitiba,PR,Barato,50990.0
Ford,Ka Sedan,Ka Sedan SE 1.0 (Flex),50990,2019,71961,Manual,São Paulo,SP,Mediano,50990.0
Ford,Ka,Ka 1.0 SE (Flex),50990,2018,127000,Manual,Bauru,SP,Barato,50990.0
Ford,Ka,Ka 1.0 SE (Flex),50990,2018,49856,Manual,Salvador,BA,Mediano,52990.0
Ford,Ka,Ka 1.0 SE (Flex),50990,2019,85244,Manual,São Paulo,SP,Barato,50990.0
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50990,2019,200,Manual,Duque de Caxias,RJ,Mediano,51611.666666666664
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50990,2019,200,Manual,Duque de Caxias,RJ,Mediano,51611.666666666664
Ford,Ka,Ka 1.0 SE (Flex),50990,2018,133000,Manual,São Paulo,SP,Barato,50990.0
Nissan,March,March 1.0 SV (Flex),50990,2019,54000,Manual,Curitiba,PR,Mediano,50990.0
Nissan,March,March 1.0 SV (Flex),50990,2019,54000,Manual,Curitiba,PR,Mediano,50990.0
Volkswagen,Gol,Gol 1.0 MPI (Flex),50990,2018,112000,Manual,Campinas,SP,Barato,52750.0
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50990,2018,79854,Manual,Guarulhos,SP,Barato,50990.0
Ford,Ka,Ka 1.0 SE Plus (Flex),50990,2018,71589,Manual,São Paulo,SP,Mediano,50990.0
Volkswagen,Gol,Gol 1.0 MPI (Flex),50990,2018,94161,Manual,Balneário Camboriú,SC,Barato,50990.0
Ford,Ka,Ka 1.5 SE (Flex),50990,2018,68700,Manual,Rio de Janeiro,RJ,Mediano,52390.0
Citroën,C3,C3 Attraction 1.2 12V (Flex),50990,2017,119000,Manual,Campinas,SP,Barato,44990.0
Peugeot,208,208 Allure 1.2 12V (Flex),50990,2018,95848,Manual,São Paulo,SP,Barato,50990.0
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50990,2018,60611,Manual,Jaboatão dos Guararapes,PE,Mediano,50990.0
Chevrolet,Onix,Onix 1.0 LT SPE/4,50990,2018,140950,Manual,São Paulo,SP,Caro,51900.0
Citroën,Aircross,Aircross 1.5 8V Start (Flex),50990,2018,49151,Manual,Campinas,SP,Mediano,50990.0
Peugeot,208,208 Allure 1.2 12V (Flex),50990,2018,95848,Manual,São Paulo,SP,Barato,50990.0
Hyundai,HB20,HB20 1.0 Comfort,50990,2016,67000,Manual,São Paulo,SP,Mediano,52990.0
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50990,2016,74000,Manual,Campinas,SP,Mediano,46900.0
Chevrolet,Montana,Montana LS 1.4 (Flex),50990,2016,150000,Manual,Campinas,SP,Caro,50990.0
Citroën,C3,C3 Origine 1.5 8V (Flex),50990,2016,73423,Manual,Florianópolis,SC,Mediano,50990.0
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50990,2016,96000,Manual,Natal,RN,Barato,49395.0
Volkswagen,Fox,Fox 1.0 MPI Track (Flex),50990,2016,82300,Manual,Valinhos,SP,Barato,50990.0
Renault,Fluence,Fluence 2.0 16V Dynamique Plus X-Tronic (Flex),50990,2015,82000,Automático,Rio de Janeiro,RJ,Barato,50990.0
Citroën,Aircross,Aircross Feel 1.6 16V (Flex),50990,2016,42786,Manual,Campinas,SP,Mediano,50990.0
Volkswagen,Up!,Up! 1.0 12v TSI E-Flex Move Up!,50990,2015,73000,Manual,Santo André,SP,Mediano,41990.0
Ford,New Fiesta Hatch,New Fiesta Titanium 1.6 16V PowerShift,50990,2014,101000,Automático,Campinas,SP,Barato,51900.0
Chevrolet,Prisma,Prisma 1.4 LT SPE/4,50990,2015,55000,Manual,Taubaté,SP,Mediano,50990.0
Hyundai,HB20S,HB20S 1.6 Comfort Plus,50990,2014,90000,Manual,São Paulo,SP,Barato,50990.0
Chevrolet,Onix,Onix 1.4 LT SPE/4,50990,2015,100000,Manual,Canoinhas,SC,Barato,50990.0
Chevrolet,Prisma,Prisma 1.4 LT SPE/4 (Aut),50990,2014,157000,Automático,São Paulo,SP,Caro,50990.0
Hyundai,HB20S,HB20S 1.6 Comfort Style,50990,2013,120000,Manual,Campinas,SP,Barato,52900.0
Ford,Focus Hatch,Focus Hatch SE 1.6 16V TiVCT PowerShift,50990,2013,122735,Automático,Campinas,SP,Barato,49900.0
Renault,Duster,Duster 1.6 16V Dynamique (Flex),50990,2013,123178,Manual,Rio das Ostras,RJ,Barato,50990.0
Hyundai,Tucson,Tucson GLS 2.0 16V (Flex) (aut),50990,2012,130000,Automático,Campinas,SP,Barato,51490.0
Renault,Duster,Duster 1.6 16V Dynamique (Flex),50990,2013,84000,Manual,Campinas,SP,Barato,50990.0
Honda,CR-V,CR-V LX 2.0 16V,50990,2009,206779,Automático,Paulínia,SP,Caro,47889.0
Toyota,Corolla,Corolla Sedan XEi 1.8 16V (flex) (aut),50990,2009,150000,Automático,São Paulo,SP,Caro,50990.0
Honda,CR-V,CR-V LX 2.0 16V,50990,2008,170000,Automático,São Paulo,SP,Caro,47990.0
Volkswagen,Gol,Gol 1.0 MPI (Flex),50999,2020,12300,Manual,Rio de Janeiro,RJ,Mediano,50999.0
Chevrolet,Onix,Onix 1.0 LT SPE/4,50999,2018,79395,Manual,São João de Meriti,RJ,Barato,50999.0
Hyundai,HB20,HB20 1.6 Copa do Mundo (Aut),50999,2014,87000,Automático,São Gonçalo,RJ,Barato,50999.0
Fiat,Freemont,Freemont 2.4 16V Emotion (Aut),50999,2012,111335,Automático,Mogi das Cruzes,SP,Barato,50999.0
Fiat,Mobi,Mobi 1.0 Like,51000,2020,81000,Manual,Parnamirim,RN,Barato,51000.0
Volkswagen,Gol,Gol 1.0 MPI (Flex),51000,2020,67991,Manual,Rio de Janeiro,RJ,Mediano,52054.5
Fiat,Uno,Uno 1.0 Attractive,51000,2021,51713,Manual,Maceió,AL,Mediano,51000.0
Ford,Ka,Ka 1.0 SE,51000,2019,60000,Manual,Parnamirim,RN,Mediano,49995.0
Fiat,Mobi,Mobi 1.0 Evo Like,51000,2020,34742,Manual,Osasco,SP,Mediano,51000.0
Fiat,Mobi,Mobi 1.0 Evo Like,51000,2020,17690,Manual,Balneário Camboriú,SC,Mediano,51000.0
Ford,Ka,Ka 1.0 SE (Flex),51000,2018,63000,Manual,São Luís,MA,Mediano,51000.0
Chevrolet,Onix,Onix 1.0 Joy SPE/4,51000,2019,17500,Manual,São João de Meriti,RJ,Mediano,51900.0
Chevrolet,Prisma,Prisma 1.0 SPE/4 Eco Joy,51000,2019,64000,Manual,Caruaru,PE,Mediano,51000.0
Chevrolet,Onix,Onix 1.0 Joy SPE/4,51000,2018,61203,Manual,Guarulhos,SP,Mediano,51000.0
Chevrolet,Onix,Onix 1.0 Joy SPE/4,51000,2018,55000,Manual,Guarulhos,SP,Mediano,51000.0
Fiat,Argo,Argo Drive 1.0 Firefly (Flex),51000,2017,200,Manual,São João de Meriti,RJ,Mediano,51000.0
Chevrolet,Prisma,Prisma 1.0 Joy SPE/4,51000,2018,62116,Manual,Maceió,AL,Mediano,51000.0
Chevrolet,Onix,Onix 1.0 Joy SPE/4,51000,2017,93616,Manual,Rondonópolis,MT,Barato,51000.0
Hyundai,HB20,HB20 1.0 Comfort Plus,51000,2017,93000,Manual,Imperatriz,MA,Barato,51000.0
Lifan,X60,X60 1.8 16V VVT VIP,51000,2015,64425,Manual,Governador Celso Ramos,SC,Mediano,51000.0
Volkswagen,Fox,Fox 1.6 16v MSI Highline (Flex),51000,2015,90500,Manual,Santo Antônio de Pádua,RJ,Barato,51000.0
Hyundai,HB20X,HB20X Premium 1.6,51000,2013,98230,Manual,Lavras,MG,Barato,51000.0
Fiat,Uno,Uno Attractive 1.0 (Flex),51010,2020,39861,Manual,Vitória da Conquista,BA,Mediano,51925.0
Fiat,Uno,Uno 1.0 Attractive,51030,2021,50806,Manual,Maceió,AL,Mediano,51030.0
Fiat,Uno,Uno 1.0 Attractive,51030,2021,50018,Manual,Mossoró,RN,Mediano,51010.0
Fiat,Uno,Uno 1.0 Attractive,51030,2021,50269,Manual,Imperatriz,MA,Mediano,51030.0
Fiat,Uno,Uno 1.0 Attractive,51030,2021,51014,Manual,Curitiba,PR,Mediano,51030.0
Fiat,Mobi,Mobi 1.0 Evo Like,51030,2020,68384,Manual,Campo Grande,MS,Mediano,51030.0
Fiat,Uno,Uno 1.0 Attractive,51040,2020,67180,Manual,Americana,SP,Mediano,48990.0
Fiat,Uno,Uno 1.0 Attractive,51040,2020,66306,Manual,Vitória,ES,Mediano,51040.0
Fiat,Uno,Uno 1.0 Attractive,51040,2020,66306,Manual,Niterói,RJ,Mediano,51040.0
Renault,Kwid,Kwid 1.0 Zen,51040,2020,52338,Manual,Curitiba,PR,Mediano,51040.0
Renault,Kwid,Kwid 1.0 Zen,51050,2021,70000,Manual,São Paulo,SP,Mediano,51050.0
Fiat,Mobi,Mobi 1.0 Like,51050,2020,44782,Manual,Maringá,PR,Mediano,51050.0
Fiat,Mobi,Mobi 1.0 Like,51050,2020,45797,Manual,Cuiabá,MT,Mediano,53090.0
Volkswagen,Gol,Gol 1.0 MPI (Flex),51050,2018,56275,Manual,São Paulo,SP,Mediano,51990.0
Ford,Ka,Ka 1.0 SE (Flex),51070,2018,51495,Manual,Vitória da Conquista,BA,Mediano,50530.0
Volkswagen,Gol,Gol 1.0 MPI (Flex),51080,2019,83611,Manual,Londrina,PR,Barato,51080.0
Fiat,Uno,Uno 1.0 Attractive,51090,2020,41337,Manual,Araraquara,SP,Mediano,51090.0
Fiat,Uno,Uno 1.0 Attractive,51090,2020,41520,Manual,Marília,SP,Mediano,51090.0
Fiat,Mobi,Mobi 1.0 Like,51090,2021,53315,Manual,São Paulo,SP,Mediano,51620.0
Fiat,Uno,Uno 1.0 Attractive,51090,2020,41532,Manual,Cuiabá,MT,Mediano,51090.0
Fiat,Mobi,Mobi 1.0 Evo Like,51090,2020,71484,Manual,Porto Alegre,RS,Mediano,49820.0
Chevrolet,Prisma,Prisma 1.4 LT SPE/4,51090,2015,118000,Manual,Cabo Frio,RJ,Barato,51090.0
Fiat,Strada,Strada Working 1.4 (Flex),51099,2015,59807,Manual,Rio de Janeiro,RJ,Mediano,51099.0
Fiat,Mobi,Mobi 1.0 Like,51100,2021,88384,Manual,Belo Horizonte,MG,Barato,51100.0
Fiat,Uno,Uno 1.0 Attractive,51100,2021,69987,Manual,Rio de Janeiro,RJ,Mediano,51100.0
Fiat,Mobi,Mobi 1.0 Like,51100,2021,48814,Manual,Curitiba,PR,Mediano,51100.0
Fiat,Uno,Uno Attractive 1.0 (Flex),51100,2020,58400,Manual,Contagem,MG,Mediano,52100.0
Fiat,Uno,Uno 1.0 Attractive,51110,2021,75985,Manual,Rio de Janeiro,RJ,Mediano,51110.0
Chevrolet,Onix,Onix 1.0 Joy SPE/4,51110,2019,86810,Manual,Feira de Santana,BA,Barato,51110.0
Fiat,Mobi,Mobi 1.0 Like,51120,2021,61300,Manual,Belo Horizonte,MG,Mediano,50850.0
Fiat,Mobi,Mobi 1.0 Like,51120,2021,60330,Manual,Nova Iguaçu,RJ,Mediano,53080.0
Fiat,Uno,Uno 1.0 Attractive,51140,2020,64889,Manual,Vitória,ES,Mediano,51140.0
Fiat,Uno,Uno 1.0 Attractive,51140,2020,64922,Manual,Uberlândia,MG,Mediano,51140.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,49799,Manual,Anápolis,GO,Mediano,51010.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,48354,Manual,Feira de Santana,BA,Mediano,51150.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,48816,Manual,Recife,PE,Mediano,51150.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,49263,Manual,Ananindeua,PA,Mediano,51150.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,71138,Manual,Santo André,SP,Mediano,51150.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,49136,Manual,Campo Grande,MS,Mediano,51150.0
Fiat,Mobi,Mobi 1.0 Like,51150,2020,43733,Manual,Taubaté,SP,Mediano,51150.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,48478,Manual,Juazeiro do Norte,CE,Mediano,51150.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,48964,Manual,Juazeiro do Norte,CE,Mediano,51150.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,48463,Manual,Salvador,BA,Mediano,51150.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,49502,Manual,Brasília,DF,Mediano,51150.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,48348,Manual,Porto Velho,RO,Mediano,51150.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,70988,Manual,Campinas,SP,Mediano,51150.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,48027,Manual,Araçatuba,SP,Mediano,51150.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,48355,Manual,São Paulo,SP,Mediano,52760.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,49211,Manual,Ponta Grossa,PR,Mediano,51150.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,48660,Manual,Recife,PE,Mediano,51150.0
Fiat,Uno,Uno 1.0 Attractive,51150,2021,49291,Manual,Imperatriz,MA,Mediano,51150.0
Renault,Kwid,Kwid 1.0 Zen,51160,2021,66115,Manual,Serra,ES,Mediano,51160.0
Fiat,Mobi,Mobi 1.0 Like,51160,2020,83256,Manual,Belo Horizonte,MG,Barato,51160.0
Fiat,Mobi,Mobi 1.0 Like,51170,2021,70718,Manual,Porto Alegre,RS,Mediano,51170.0
Fiat,Mobi,Mobi 1.0 Like,51170,2021,71130,Manual,Teresina,PI,Mediano,49790.0
Ford,Ka,Ka 1.0 SE (Flex),51170,2018,49328,Manual,Curitiba,PR,Mediano,51170.0
Ford,Ka,Ka 1.0 SE (Flex),51170,2018,49678,Manual,Vitória da Conquista,BA,Mediano,51170.0
Fiat,Uno,Uno 1.0 Attractive,51190,2020,39324,Manual,Presidente Prudente,SP,Mediano,51190.0
Fiat,Uno,Uno 1.0 Attractive,51190,2020,70842,Manual,Belo Horizonte,MG,Mediano,51900.0
Ford,Ka,Ka 1.0 SE (Flex),51190,2018,29915,Manual,Petrolina,PE,Mediano,51190.0
Fiat,Uno,Uno 1.0 Attractive,51200,2021,34342,Manual,Blumenau,SC,Mediano,51200.0
Ford,Ka,Ka 1.0 SE,51200,2021,89000,Manual,Belo Horizonte,MG,Barato,51200.0
Chevrolet,Joy,Joy 1.0 SPE/4 Eco,51200,2019,35457,Manual,Rio de Janeiro,RJ,Mediano,51200.0
Fiat,Uno,Uno 1.0 Attractive,51210,2020,77800,Manual,Contagem,MG,Barato,51210.0
Hyundai,HB20,HB20 1.0 Unique,51210,2018,200,Manual,Nova Iguaçu,RJ,Mediano,51210.0
Fiat,Mobi,Mobi 1.0 Like,51250,2020,40770,Manual,Goiânia,GO,Mediano,51900.0
Fiat,Mobi,Mobi 1.0 Evo Like,51250,2020,69382,Manual,São Carlos,SP,Mediano,51250.0
Renault,Kwid,Kwid 1.0 Zen,51260,2020,49973,Manual,Rio de Janeiro,RJ,Mediano,51260.0
Fiat,Uno,Uno 1.0 Attractive,51260,2021,47000,Manual,São Paulo,SP,Mediano,51260.0
Renault,Kwid,Kwid 1.0 Zen,51260,2020,50000,Manual,São Paulo,SP,Mediano,51260.0
Ford,Ka,Ka 1.0 SE (Flex),51260,2019,83517,Manual,Niterói,RJ,Barato,51260.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,47057,Manual,Londrina,PR,Mediano,52184.5
Fiat,Uno,Uno 1.0 Attractive,51270,2021,46499,Manual,Jundiaí,SP,Mediano,51270.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,46798,Manual,Sorocaba,SP,Mediano,52870.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,46995,Manual,Sorocaba,SP,Mediano,51270.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,47900,Manual,Campinas,SP,Mediano,51270.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,46715,Manual,Campo Grande,MS,Mediano,51270.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,47672,Manual,Bauru,SP,Mediano,51560.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,46980,Manual,Maringá,PR,Mediano,51270.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,46395,Manual,Campinas,SP,Mediano,51270.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,47906,Manual,São Paulo,SP,Mediano,51270.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,46810,Manual,São Paulo,SP,Mediano,51270.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,47090,Manual,Piracicaba,SP,Mediano,52184.5
Fiat,Uno,Uno 1.0 Attractive,51270,2021,46669,Manual,Piracicaba,SP,Mediano,51270.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,47573,Manual,Uberaba,MG,Mediano,51270.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,47475,Manual,São José do Rio Preto,SP,Mediano,51270.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,47989,Manual,São José do Rio Preto,SP,Mediano,52990.0
Fiat,Uno,Uno 1.0 Attractive,51270,2021,46095,Manual,Curitiba,PR,Mediano,51270.0
Volkswagen,Gol,Gol 1.0 MPI (Flex),51270,2019,81705,Manual,Belo Horizonte,MG,Barato,51270.0
Fiat,Uno,Uno 1.0 Attractive,51280,2020,64752,Manual,Vitória,ES,Mediano,51280.0
Fiat,Mobi,Mobi 1.0 Evo Like,51280,2020,51115,Manual,Joinville,SC,Mediano,48900.0
Fiat,Mobi,Mobi 1.0 Like,51290,2021,87054,Manual,Contagem,MG,Barato,51290.0
Volkswagen,Gol,Gol 1.0 MPI (Flex),51290,2020,81034,Manual,Rio de Janeiro,RJ,Barato,52140.0
Chevrolet,Joy Plus,Joy Plus 1.0 SPE/4 Eco,51299,2019,40000,Manual,Rio de Janeiro,RJ,Mediano,51299.0
Hyundai,HB20,HB20 1.0 Unique,51299,2018,36300,Manual,Rio de Janeiro,RJ,Mediano,51299.0
Hyundai,HB20,HB20 1.0 Unique,51299,2019,35584,Manual,Rio de Janeiro,RJ,Mediano,51299.0
Fiat,Mobi,Mobi 1.0 Like,51300,2021,44492,Manual,Mogi das Cruzes,SP,Mediano,51690.0
Fiat,Uno,Uno 1.0 Attractive,51300,2020,63721,Manual,Vitória,ES,Mediano,51300.0
Fiat,Uno,Uno 1.0 Attractive,51300,2020,62913,Manual,Porto Velho,RO,Mediano,51300.0
Fiat,Uno,Uno 1.0 Attractive,51300,2020,62612,Manual,Mauá,SP,Mediano,50760.0
Fiat,Mobi,Mobi 1.0 Like,51300,2020,80171,Manual,Goiânia,GO,Barato,51300.0
Ford,Ka,Ka 1.0 SE (Flex),51300,2018,67407,Manual,Itaguaí,RJ,Mediano,51300.0
Fiat,Mobi,Mobi 1.0 Like,51320,2021,49477,Manual,Anápolis,GO,Mediano,51320.0
Fiat,Mobi,Mobi 1.0 Like,51320,2021,49258,Manual,Presidente Prudente,SP,Mediano,51320.0
Fiat,Mobi,Mobi 1.0 Like,51320,2021,49425,Manual,Londrina,PR,Mediano,51320.0
Fiat,Mobi,Mobi 1.0 Like,51320,2021,48750,Manual,São Paulo,SP,Mediano,51320.0
Fiat,Mobi,Mobi 1.0 Like,51320,2021,48006,Manual,São José do Rio Preto,SP,Mediano,52590.0
Fiat,Mobi,Mobi 1.0 Like,51330,2021,69980,Manual,Rio de Janeiro,RJ,Mediano,51330.0
Fiat,Mobi,Mobi 1.0 Like,51340,2021,75110,Manual,Contagem,MG,Mediano,51340.0
Fiat,Mobi,Mobi 1.0 Like,51340,2021,75551,Manual,Rio de Janeiro,RJ,Mediano,51340.0
Fiat,Uno,Uno 1.0 Attractive,51340,2021,80629,Manual,Contagem,MG,Barato,51340.0
Fiat,Uno,Uno 1.0 Attractive,51350,2021,74594,Manual,Belo Horizonte,MG,Mediano,49270.0
Fiat,Mobi,Mobi 1.0 Like,51350,2020,49639,Manual,Joinville,SC,Mediano,51350.0
Fiat,Mobi,Mobi 1.0 Like,51350,2020,38183,Manual,Maringá,PR,Mediano,51350.0
Fiat,Mobi,Mobi 1.0 Like,51350,2020,49770,Manual,Goiânia,GO,Mediano,50030.0
Renault,Kwid,Kwid 1.0 Zen,51360,2020,43496,Manual,Rio de Janeiro,RJ,Mediano,51360.0
Renault,Kwid,Kwid 1.0 Zen,51360,2020,48328,Manual,Rio de Janeiro,RJ,Mediano,51360.0
Renault,Kwid,Kwid 1.0 Zen,51360,2020,46187,Manual,São Paulo,SP,Mediano,51360.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,45324,Manual,Brasília,DF,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44214,Manual,Praia Grande,SP,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44668,Manual,Belo Horizonte,MG,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,45923,Manual,Marília,SP,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44241,Manual,Marília,SP,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,45876,Manual,Campo Grande,MS,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44095,Manual,Itajaí,SC,Mediano,51916.666666666664
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44745,Manual,Maringá,PR,Mediano,52185.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,45745,Manual,Juazeiro do Norte,CE,Mediano,52080.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44668,Manual,Belo Horizonte,MG,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44668,Manual,Belo Horizonte,MG,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44668,Manual,Belo Horizonte,MG,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44668,Manual,Contagem,MG,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44993,Manual,Anápolis,GO,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44265,Manual,Nova Iguaçu,RJ,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44668,Manual,Belo Horizonte,MG,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44652,Manual,Belo Horizonte,MG,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44668,Manual,Belo Horizonte,MG,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44938,Manual,Contagem,MG,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44668,Manual,Contagem,MG,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44033,Manual,Campinas,SP,Mediano,51916.666666666664
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44685,Manual,São Paulo,SP,Mediano,52185.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44668,Manual,Belo Horizonte,MG,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44668,Manual,Belo Horizonte,MG,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44750,Manual,São Paulo,SP,Mediano,52185.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44033,Manual,Maringá,PR,Mediano,51916.666666666664
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44620,Manual,Maringá,PR,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44223,Manual,Palmas,TO,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,44598,Manual,Joinville,SC,Mediano,51380.0
Fiat,Uno,Uno 1.0 Attractive,51380,2021,45397,Manual,Petrolina,PE,Mediano,51380.0
Ford,Ka,Ka 1.0 SE Plus,51390,2020,87052,Manual,Americana,SP,Barato,51390.0
Fiat,Uno,Uno 1.0 Attractive,51390,2020,75891,Manual,Juiz de Fora,MG,Mediano,51390.0
Fiat,Mobi,Mobi 1.0 Like,51390,2021,38792,Manual,Limeira,SP,Mediano,51390.0
Renault,Kwid,Kwid 1.0 Zen,51400,2020,15167,Manual,São Paulo,SP,Mediano,51400.0
Fiat,Mobi,Mobi 1.0 Evo Like,51400,2020,49184,Manual,São Paulo,SP,Mediano,51400.0
Volkswagen,Gol,Gol 1.0 MPI (Flex),51400,2019,65000,Manual,Goiânia,GO,Mediano,51400.0
Fiat,Argo,Argo Drive 1.0 Firefly (Flex),51400,2018,93051,Manual,Praia Grande,SP,Barato,51400.0
Fiat,Mobi,Mobi 1.0 Like,51430,2021,46927,Manual,Campinas,SP,Mediano,50710.0
Fiat,Mobi,Mobi 1.0 Like,51430,2021,46135,Manual,Ribeirão Preto,SP,Mediano,51430.0
Fiat,Mobi,Mobi 1.0 Like,51430,2021,47850,Manual,Joinville,SC,Mediano,51430.0
Fiat,Mobi,Mobi 1.0 Like,51450,2021,40623,Manual,Volta Redonda,RJ,Mediano,51450.0
Chevrolet,Onix,Onix 1.0 Joy SPE/4,51450,2019,90000,Manual,Natal,RN,Barato,51450.0
Fiat,Mobi,Mobi 1.0 Like,51460,2020,47168,Manual,Natal,RN,Mediano,51725.0
