Marca,Carro,Descrição,Preço,Ano,KM Rodado,Transmissão,Cidade,Estado
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),41900,2018,200,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno Drive 1.0 Firefly (Flex),41900,2018,141293,Manual,Campinas,SP
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),41900,2018,83000,Manual,Campinas,SP
Fiat,Uno,Uno Drive 1.0 Firefly (Flex),41900,2017,81800,Manual,Joinville,SC
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),41900,2017,64000,Manual,Contagem,MG
Renault,Sandero,Sandero Authentique 1.0 12V SCe (Flex),41900,2017,87880,Manual,São José do Rio Preto,SP
Nissan,March,March 1.0 12V S (Flex),41900,2017,77000,Manual,Belo Horizonte,MG
Fiat,Uno,Uno Drive 1.0 Firefly (Flex),41900,2018,141293,Manual,Hortolândia,SP
Renault,Sandero,Sandero Authentique 1.0 12V SCe (Flex),41900,2017,117000,Manual,Porto Alegre,RS
Ford,Ka,Ka 1.0 S (Flex),41900,2017,200,Manual,São João de Meriti,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),41900,2017,70000,Manual,Rio de Janeiro,RJ
Nissan,March,March 1.0 12V S (Flex),41900,2016,99000,Manual,Mogi das Cruzes,SP
Fiat,Uno,Uno Attractive 1.0 Firefly (Flex),41900,2017,121295,Manual,São José do Rio Preto,SP
Volkswagen,Gol,Gol 1.0 MPI Trendline (Flex) 2p,41900,2016,86000,Manual,Nova Iguaçu,RJ
Volkswagen,Up!,Up! 1.0 12v E-Flex take up! 2p,41900,2016,63055,Manual,Goiânia,GO
Volkswagen,Gol,Gol 1.0 TEC Special (Flex) 2p,41900,2016,89000,Manual,Fortaleza,CE
Fiat,Uno,Uno Attractive 1.0 8V (Flex) 4p,41900,2016,179695,Manual,São José dos Campos,SP
Volkswagen,Voyage,Voyage 1.0 TEC Trendline (Flex),41900,2015,96000,Manual,Duque de Caxias,RJ
Volkswagen,Gol,Gol 1.6 VHT Trendline (Flex) 4p,41900,2015,81000,Manual,Barra Mansa,RJ
Nissan,March,March 1.0 12V SV (Flex),41900,2016,103000,Manual,Curitiba,PR
Renault,Sandero,Sandero Expression 1.0 16V (Flex),41900,2016,86131,Manual,Campinas,SP
Volkswagen,Gol,Gol 1.0 TEC Special (Flex) 2p,41900,2015,36500,Manual,Serra,ES
Volkswagen,Gol,Gol 1.0 TEC City (Flex) 4p,41900,2016,141000,Manual,São José dos Campos,SP
Ford,Ka,Ka Hatch SE 1.0 (Flex),41900,2015,79804,Manual,Curitiba,PR
Fiat,Siena,Siena EL 1.4 8V (Flex),41900,2015,76000,Manual,Rio de Janeiro,RJ
Volkswagen,Gol,Gol 1.0 TEC Trendline (Flex) 2p,41900,2014,67611,Manual,Cambé,PR
Nissan,March,March 1.6 16V SV (Flex),41900,2014,99930,Manual,Osasco,SP
Fiat,Grand Siena,Grand Siena Essence 1.6 16V Dualogic (Flex),41900,2014,88000,Automático,Belo Horizonte,MG
Renault,Sandero,Sandero Expression 1.0 16V (Flex),41900,2014,68800,Manual,Manaus,AM
Volkswagen,Gol,Gol 1.0 TEC Trendline (Flex) 4p,41900,2014,147000,Manual,Fortaleza,CE
Ford,Ka,Ka Hatch SE 1.0 (Flex),41900,2014,119100,Manual,Belo Horizonte,MG
Nissan,March,March 1.0 12V S (Flex),41900,2015,150000,Manual,Sorocaba,SP
Chevrolet,Cobalt,Cobalt LTZ 1.4 8V (Flex),41900,2014,111365,Manual,Curitiba,PR
Citroën,Aircross,Aircross Tendance 1.6 16V (Flex),41900,2014,89000,Manual,São Paulo,SP
Citroën,C3 Picasso,C3 Picasso Tendance 1.5 8V (Flex),41900,2014,122200,Automático,São Paulo,SP
Fiat,Palio,Palio Attractive 1.4 Evo (Flex),41900,2015,78000,Manual,Rio de Janeiro,RJ
Renault,Sandero,Sandero Expression 1.6 8V,41900,2015,75000,Manual,Fortaleza,CE
Fiat,Palio,Palio Attractive 1.4 Evo (Flex),41900,2014,123000,Manual,Itaperuna,RJ
Peugeot,208,208 Active Pack 1.5 8V (Flex),41900,2014,0,Manual,São Gonçalo,RJ
Fiat,Palio,Palio Attractive 1.4 Evo (Flex),41900,2015,79000,Manual,Rio de Janeiro,RJ
Volkswagen,Up!,Up! 1.0 12v E-Flex take up! 4p,41900,2014,105239,Manual,Itu,SP
Volkswagen,Up!,Up! 1.0 12v E-Flex move up! 4p,41900,2015,0,Manual,Contagem,MG
Citroën,C3 Picasso,C3 Picasso Tendance 1.5 8V (Flex),41900,2014,102000,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.0 TEC City (Flex) 4p,41900,2014,65000,Manual,São Paulo,SP
Citroën,C3,C3 Attraction 1.5 8V (Flex),41900,2014,95000,Manual,São Caetano do Sul,SP
Volkswagen,Up!,Up! 1.0 12v E-Flex move up! 4p,41900,2014,108000,Manual,Campo Largo,PR
Ford,Ka,Ka Hatch SE 1.0 (Flex),41900,2014,100000,Manual,São José dos Campos,SP
Volkswagen,Gol,Gol 1.6 VHT Trendline (Flex) 4p,41900,2014,77900,Manual,Belo Horizonte,MG
Fiat,Uno,Uno Way 1.0 8V (Flex) 4p,41900,2015,82000,Manual,Salvador,BA
Volkswagen,Gol,Gol 1.0 TEC Trendline (Flex) 2p,41900,2014,67611,Manual,Londrina,PR
Volkswagen,Up!,Up! 1.0 12v E-Flex move up! 4p,41900,2014,137000,Manual,Ribeirão Preto,SP
Peugeot,208,208 Active 1.5 8V (Flex),41900,2014,44071,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.0 TEC Trendline (Flex) 4p,41900,2014,90000,Manual,Fazenda Rio Grande,PR
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,41900,2014,145000,Manual,Franca,SP
Citroën,C3,C3 Tendance 1.5 8V (Flex),41900,2014,102500,Manual,Curitiba,PR
Volkswagen,Fox,Fox 1.6 VHT Highline (Flex),41900,2013,98644,Manual,Rio de Janeiro,RJ
Volkswagen,Fox,Fox 1.0 TEC (Flex) 2p,41900,2013,160000,Manual,Jacareí,SP
Volkswagen,Gol,Gol 1.0 TEC City (Flex) 4p,41900,2014,93500,Manual,São José,SC
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,41900,2013,141892,Manual,São José,SC
Nissan,Versa,Versa 1.6 16V SL,41900,2013,149276,Manual,São Paulo,SP
Citroën,C3,C3 Tendance 1.5 8V (Flex),41900,2014,100962,Manual,Campinas,SP
Nissan,Livina,Livina X-Gear SL 1.8 16V (flex) (aut),41900,2013,148000,Automático,Barueri,SP
Ford,Fiesta Sedan,Fiesta Sedan SE 1.6 Rocam (Flex),41900,2013,86000,Manual,Sapucaia do Sul,RS
Citroën,C3 Picasso,C3 Picasso Exclusive BVA 1.6 VTI (Flex) (Aut),41900,2014,85250,Automático,Osasco,SP
Volkswagen,Gol,Gol 1.0 TEC Track (Flex),41900,2013,157000,Manual,Natal,RN
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,41900,2013,147600,Manual,Cuiabá,MT
Citroën,C3 Picasso,C3 Picasso GLX 1.5 8V (Flex),41900,2014,115000,Manual,Sorocaba,SP
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,41900,2013,102000,Manual,Suzano,SP
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,41900,2013,82000,Manual,Porto Alegre,RS
Volkswagen,Fox,Fox 1.6 VHT (Flex),41900,2013,122000,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.0 TEC Track (Flex),41900,2013,96000,Manual,Manaus,AM
Fiat,Punto,Punto Attractive 1.4 (Flex),41900,2013,99999,Manual,Londrina,PR
Nissan,Livina,Livina X-Gear SL 1.8 16V (flex) (aut),41900,2013,105000,Automático,Piracicaba,SP
Volkswagen,Fox,Fox 1.6 VHT (Flex),41900,2013,142000,Manual,São Pedro da Aldeia,RJ
Fiat,Palio,Palio Essence 1.6 16V (Flex),41900,2014,130281,Automático,Osasco,SP
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,41900,2013,110000,Manual,São João Batista,SC
Volkswagen,Gol,Gol 1.6 VHT (Flex) 4p,41900,2013,107944,Manual,Cabreúva,SP
Citroën,C3,C3 Tendance 1.5 8V (Flex),41900,2014,100962,Manual,Campinas,SP
Fiat,Punto,Punto Essence 1.6 16V (Flex),41900,2014,99468,Manual,São Paulo,SP
Peugeot,208,208 1.5 8V Active (Flex),41900,2013,98403,Manual,Jaú,SP
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,41900,2014,86000,Manual,Petrópolis,RJ
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,41900,2014,90713,Manual,Ribeirão Preto,SP
Chevrolet,Montana,Montana LS 1.4 (Flex),41900,2013,167094,Manual,São Paulo,SP
Fiat,Grand Siena,Grand Siena Essence 1.6 16V (Flex),41900,2013,108000,Manual,Fortaleza,CE
Citroën,C3,C3 Tendance 1.5 8V (Flex),41900,2014,100962,Manual,Hortolândia,SP
Fiat,Uno,Uno Way 1.4 8V (Flex) 4p,41900,2014,66000,Manual,Novo Hamburgo,RS
Toyota,Etios Hatch,Etios XLS 1.5 (Flex),41900,2013,118535,Manual,Manaus,AM
Volkswagen,Gol,Gol 1.0 TEC City (Flex) 4p,41900,2013,129278,Manual,Campo Grande,MS
Volkswagen,Gol,Novo Gol 1.0 TEC (Flex) 4p,41900,2014,120835,Manual,Porto Velho,RO
Volkswagen,Fox,Fox 1.6 VHT (Flex),41900,2014,169400,Manual,São Paulo,SP
Fiat,Grand Siena,Grand Siena Attractive 1.4 8V (Flex),41900,2014,178000,Manual,Sorocaba,SP
Volkswagen,Fox,Fox 1.0 TEC Seleção (Flex),41900,2013,159000,Manual,Guarulhos,SP
Chevrolet,Montana,Montana LS 1.4 (Flex),41900,2013,120000,Manual,Fazenda Rio Grande,PR
Volkswagen,SpaceFox,SpaceFox 1.6 8V Trend (Flex),41900,2014,119000,Manual,Itajaí,SC
Citroën,C3 Picasso,C3 Picasso GLX BVA 1.6 16V (Flex) (Aut),41900,2013,99999,Automático,Rio das Ostras,RJ
Hyundai,HB20,HB20 1.0 Comfort,41900,2014,68484,Manual,São João de Meriti,RJ
Toyota,Etios Hatch,Etios XLS 1.5 (Flex),41900,2013,96000,Manual,Salvador,BA
Fiat,Palio Weekend,Palio Weekend Adventure 1.8 16V (Flex),41900,2012,78000,Manual,Belém,PA
Fiat,Strada,Strada Working 1.4 (Flex),41900,2013,167000,Manual,Caxias do Sul,RS
Chevrolet,Montana,Montana LS 1.4 (Flex),41900,2012,155000,Manual,Taubaté,SP
Hyundai,HB20,HB20 1.0 Comfort,41900,2012,122692,Manual,Curitiba,PR
Citroën,Aircross,Aircross GLX 1.6 16V (flex),41900,2012,100000,Manual,Salvador,BA
Renault,Duster,Duster 1.6 16V (Flex),41900,2012,140000,Manual,São João de Meriti,RJ
Chevrolet,Cobalt,Cobalt LT 1.8 8V (Flex),41900,2013,92500,Manual,Colombo,PR
Chevrolet,Onix,Onix 1.0 LT SPE/4,41900,2012,103000,Manual,Ponta Grossa,PR
Renault,Duster,Duster 2.0 16V Dynamique (Flex)(Aut),41900,2012,81975,Automático,Rio de Janeiro,RJ
Volkswagen,Polo Sedan,Polo Sedan 1.6 8V (Flex),41900,2012,136500,Manual,Francisco Beltrão,PR
Ford,Focus Hatch,Focus Hatch GLX 1.6 16V (Flex),41900,2013,144000,Manual,Ponta Grossa,PR
Toyota,Etios Hatch,Etios X 1.3 (Flex),41900,2013,120000,Manual,São José do Rio Preto,SP
Chevrolet,Onix,Onix 1.4 LT SPE/4,41900,2013,117181,Manual,São José dos Campos,SP
Chevrolet,Cobalt,Cobalt LT 1.8 8V (Flex),41900,2013,109000,Manual,Belém,PA
Renault,Duster,Duster 2.0 16V Dynamique (Flex)(Aut),41900,2013,85181,Automático,Rio de Janeiro,RJ
Fiat,Strada,Strada Working 1.4 (Flex),41900,2013,147131,Manual,Capivari,SP
Ford,Focus Hatch,Focus Hatch GL 1.6 16V (Flex),41900,2012,105000,Manual,São José do Rio Preto,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,41900,2013,89500,Manual,Belo Horizonte,MG
Chevrolet,Onix,Onix 1.4 LTZ SPE/4,41900,2013,1000,Manual,Rio de Janeiro,RJ
Volkswagen,Fox,Fox 1.6 VHT Prime (Flex),41900,2013,91000,Manual,Londrina,PR
Chevrolet,Cobalt,Cobalt LTZ 1.4 8V (Flex),41900,2012,47333,Manual,Guarapari,ES
Chevrolet,Cobalt,Cobalt LT 1.4 8V (Flex),41900,2013,154000,Manual,São José do Rio Preto,SP
Hyundai,HB20,HB20 1.0 Comfort,41900,2013,128000,Manual,Campinas,SP
Fiat,Fiorino,Fiorino Furgão 1.3 (Flex),41900,2013,330000,Manual,São Paulo,SP
Fiat,Fiorino,Fiorino Furgão 1.3 (Flex),41900,2013,194015,Manual,São José dos Pinhais,PR
Nissan,Tiida,Tiida SL 1.8 (flex) (aut),41900,2012,104000,Automático,Curitiba,PR
Chevrolet,Montana,Montana LS 1.4 (Flex),41900,2012,111000,Manual,Caxias do Sul,RS
Chevrolet,Onix,Onix 1.4 LT SPE/4,41900,2012,151900,Manual,Curitiba,PR
Fiat,Siena,Siena Essence 1.6 16V (Flex),41900,2013,101,Manual,Várzea Grande,MT
Renault,Fluence,Fluence 2.0 16V Dynamique (Flex),41900,2012,63132,Manual,São Paulo,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,41900,2012,114618,Manual,Curitiba,PR
Renault,Kangoo Express,Kangoo Express 1.6 16V Com Porta Lateral(Flex),41900,2012,137704,Manual,Praia Grande,SP
Chevrolet,Prisma,Prisma 1.0 LT SPE/4,41900,2013,123000,Manual,Fortaleza,CE
Fiat,500,500 Cult 1.4 8V,41900,2011,76000,Manual,São Paulo,SP
Volkswagen,Polo,Polo Hatch. 1.6 8V I-Motion (Flex) (Aut),41900,2012,150000,Automático,São Paulo,SP
Chevrolet,Sonic Sedan,Sonic Sedan LTZ (Aut),41900,2012,119200,Automático,Gravataí,RS
Kia,Soul,Soul 1.6 16V U.111,41900,2011,100532,Manual,Governador Valadares,MG
Hyundai,Tucson,Tucson GLS 2.0 16V (aut),41900,2011,98000,Automático,Francisco Morato,SP
Volkswagen,SpaceCross,SpaceCross 1.6 8V (Flex),41900,2012,149000,Manual,Ribeirão Preto,SP
Ford,EcoSport,Ecosport XLT Freestyle 1.6 (Flex),41900,2011,126815,Manual,São José dos Campos,SP
Ford,EcoSport,Ecosport XLT 2.0 16V (Flex) (Aut),41900,2011,128000,Automático,Curitiba,PR
Renault,Sandero Stepway,Sandero Stepway 1.6 16V Hi-Flex (aut),41900,2012,142472,Automático,Piraquara,PR
Fiat,500,500 Cult Dualogic 1.4 8V,41900,2011,77000,Automático,Florianópolis,SC
Fiat,500,500 Cult 1.4 8V,41900,2011,76000,Manual,Porto Alegre,RS
Ford,EcoSport,Ecosport XLT Freestyle 1.6 (Flex),41900,2011,175592,Manual,Belo Horizonte,MG
Volkswagen,Saveiro,Saveiro Trooper 1.6 (Flex),41900,2011,140000,Manual,Mogi Guaçu,SP
Peugeot,408,408 Griffe 2.0 16V (aut) (Flex),41900,2011,100000,Automático,Londrina,PR
Volkswagen,Polo,Polo Hatch 1.6 VHT Total Flex,41900,2011,144000,Manual,Brasília,DF
Ford,EcoSport,Ecosport XLT 2.0 16V (Flex) (Aut),41900,2011,151000,Automático,São Paulo,SP
Kia,Soul,Soul 1.6 16V U.113,41900,2010,114000,Manual,Taubaté,SP
Volkswagen,CrossFox,CrossFox 1.6 (Flex),41900,2010,139900,Manual,Londrina,PR
Volkswagen,CrossFox,CrossFox 1.6 (Flex),41900,2010,128131,Manual,Curitiba,PR
Kia,Sportage,Sportage EX 2.0 16V (aut),41900,2010,159455,Automático,São Paulo,SP
Kia,Cerato,Cerato EX 1.6 16V (aut),41900,2010,109125,Automático,Joinville,SC
Kia,Sportage,Sportage EX 2.0 16V (aut),41900,2010,144219,Automático,Arapongas,PR
Volkswagen,Saveiro,Saveiro Trend 1.6 (Flex) (cab. estendida),41900,2010,115771,Manual,Jundiaí,SP
Ford,Fusion,Fusion 2.5 16V SEL,41900,2009,183000,Automático,Barra Mansa,RJ
Kia,Soul,Soul EX 1.6 16V U.101,41900,2010,172000,Automático,Curitiba,PR
Honda,Civic,New Civic LXS 1.8 16V (Flex),41900,2008,174000,Manual,São José dos Pinhais,PR
Mitsubishi,Pajero TR4,Pajero TR4 2.0 16V (flex),41900,2007,219500,Manual,Ponte Nova,MG
Toyota,Corolla Fielder,Corolla Fielder XEi 1.8 16V (flex),41900,2007,94634,Automático,Goiânia,GO
Hyundai,Tucson,Tucson GL 2.0 16V (aut.),41930,2009,129000,Automático,Blumenau,SC
Ford,Ka,Ka Hatch SE 1.0 (Flex),41989,2015,97056,Manual,Taguatinga,DF
Renault,Kwid,Kwid 1.0 Zen,41990,2019,44000,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),41990,2018,58900,Manual,São Bernardo do Campo,SP
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),41990,2017,117000,Manual,São Paulo,SP
Nissan,March,March 1.0 12V S (Flex),41990,2017,98500,Manual,São Paulo,SP
Renault,Sandero,Sandero Expression 1.6 8V (Flex),41990,2015,97373,Manual,Brasília,DF
Fiat,Palio,Palio Attractive 1.4 Evo (Flex),41990,2015,159000,Manual,Matão,SP
Volkswagen,Voyage,Voyage 1.0 TEC City (Flex),41990,2015,100000,Manual,Duque de Caxias,RJ
Renault,Logan,Logan Expression 1.6 8V (Flex),41990,2016,84000,Manual,São Bernardo do Campo,SP
Volkswagen,Up!,Up! 1.0 12v E-Flex take up! 2p,41990,2015,73500,Manual,Rio de Janeiro,RJ
Ford,Ka Sedan,Ka Sedan SE 1.0 (Flex),41990,2015,139000,Manual,Belo Horizonte,MG
Volkswagen,Up!,Up! 1.0 12v E-Flex move up! 4p,41990,2014,135258,Manual,São José dos Campos,SP
Volkswagen,Gol,Gol 1.0 TEC Trendline (Flex) 4p,41990,2014,88000,Manual,São José dos Campos,SP
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,41990,2014,114000,Manual,São Paulo,SP
Citroën,C3,C3 Tendance 1.5 8V (Flex),41990,2015,114212,Manual,Brasília,DF
Ford,Ka,Ka Hatch SE 1.0 (Flex),41990,2014,142000,Manual,Araraquara,SP
Ford,Ka,Ka Hatch SE 1.0 (Flex),41990,2015,89000,Manual,Recife,PE
Ford,Ka Sedan,Ka Sedan SE 1.5 16v (Flex),41990,2015,140000,Manual,Bauru,SP
Peugeot,208,208 Active Pack 1.5 8V (Flex),41990,2015,88800,Manual,Campinas,SP
Fiat,Palio,Palio Sporting 1.6 16V Dualogic (Flex),41990,2015,117100,Automático,Campinas,SP
Fiat,Grand Siena,Grand Siena Tetrafuel 1.4 8V,41990,2015,200,Manual,Rio de Janeiro,RJ
Nissan,March,March 1.6 16V SL (Flex),41990,2014,67000,Manual,Teixeira de Freitas,BA
Fiat,Punto,Punto Essence 1.6 16V (Flex),41990,2013,137677,Manual,Valinhos,SP
Citroën,C3 Picasso,C3 Picasso GLX BVA 1.6 16V (Flex) (Aut),41990,2013,63590,Automático,São Bernardo do Campo,SP
Volkswagen,Gol,Gol 1.6 VHT (Flex) 4p,41990,2013,127000,Manual,Hortolândia,SP
Volkswagen,Fox,Fox 1.6 VHT (Flex),41990,2014,99864,Manual,Campinas,SP
Fiat,Palio Weekend,Palio Weekend Adventure 1.8 16V (Flex),41990,2014,144800,Manual,Brasília,DF
Volkswagen,Voyage,Voyage 1.0 TEC City (Flex),41990,2013,97700,Manual,Fortaleza,CE
Citroën,C3,C3 Tendance 1.5 8V (Flex),41990,2014,119000,Manual,Campinas,SP
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,41990,2014,117452,Manual,Araraquara,SP
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,41990,2013,133932,Manual,Mogi das Cruzes,SP
Peugeot,408,408 Griffe 1.6 THP (aut),41990,2013,181690,Automático,Porto Alegre,RS
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,41990,2013,63016,Manual,Contagem,MG
Renault,Sandero Stepway,Sandero Stepway 1.6 8V (flex),41990,2014,127000,Manual,Campinas,SP
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,41990,2013,111111,Manual,Campinas,SP
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,41990,2014,111111,Manual,Campinas,SP
Volkswagen,Gol,Gol 1.6 VHT City (Flex) 4p,41990,2013,113000,Manual,Curitiba,PR
Volkswagen,Fox,Fox 1.0 TEC (Flex) 2p,41990,2013,93000,Manual,São Bernardo do Campo,SP
Fiat,Palio,Palio Attractive 1.4 8V (Flex),41990,2013,103000,Manual,Embu das Artes,SP
Citroën,Aircross,Aircross GLX 1.6 16V (Flex) (aut),41990,2012,109500,Automático,Vila Velha,ES
Volkswagen,SpaceFox,SpaceFox Sportline 1.6 8V (Flex),41990,2012,78200,Manual,Rio das Ostras,RJ
Toyota,Etios Hatch,Etios XS 1.3 (Flex),41990,2012,85000,Manual,Campinas,SP
Nissan,Sentra,Sentra 2.0 16V CVT (flex),41990,2012,149000,Automático,Guarulhos,SP
Ford,Focus Hatch,Focus Hatch GLX 1.6 16V (Flex),41990,2013,139400,Manual,Hortolândia,SP
Ford,Focus Hatch,Focus Hatch GL 1.6 16V (Flex),41990,2013,126500,Manual,Mogi das Cruzes,SP
Fiat,Doblò Cargo,Doblò Cargo 1.4 8V (Flex),41990,2011,180000,Manual,Bebedouro,SP
Kia,Soul,Soul EX 1.6 U.163,41990,2011,112000,Manual,Curitiba,PR
Ford,EcoSport,Ecosport XLT 2.0 16V (Flex),41990,2011,81000,Manual,São Paulo,SP
Kia,Picanto,Picanto 1.0 (Aut) (Flex) J368,41990,2011,125350,Automático,Itajaí,SC
Honda,Fit,New Fit DX 1.4 (Flex),41990,2011,128444,Manual,Brasília,DF
Volkswagen,Polo Sedan,Polo Sedan Comfortline 1.6 8V (Flex),41990,2012,138000,Automático,Campinas,SP
Kia,Soul,Soul EX 1.6 16V (Flex) U.163,41990,2011,120000,Manual,Itajaí,SC
Volkswagen,Kombi,Kombi Standard 1.4 (Flex),41990,2010,197,Manual,Mogi das Cruzes,SP
Ford,EcoSport,Ecosport XLT Freestyle 2.0 (Flex),41990,2010,135000,Manual,Campinas,SP
Chevrolet,Montana,Montana Sport 1.4 (Flex),41990,2010,201902,Manual,São Paulo,SP
Honda,City,City EX 1.5 16V (flex) (aut.),41990,2009,177000,Automático,São Bernardo do Campo,SP
Honda,Civic,New Civic LXS 1.8 16V (Flex),41990,2007,236000,Manual,Campinas,SP
Toyota,Corolla,Corolla Sedan XEi 1.8 16V (flex),41990,2007,234671,Manual,São Paulo,SP
Volkswagen,SpaceFox,SpaceFox 1.6 8V Trend (Flex),41998,2012,138000,Manual,Ribeirão Preto,SP
Fiat,Uno,Uno Way 1.0 (Flex),41999,2020,30000,Manual,Rio de Janeiro,RJ
Chevrolet,Spin,Spin LT 5S 1.8 (Flex),41999,2015,54984,Manual,Rio de Janeiro,RJ
Peugeot,208,208 Allure 1.5 8V (Flex),41999,2014,102356,Manual,Itaquaquecetuba,SP
Kia,Soul,Soul 1.6 16V U.111,41999,2011,134484,Manual,Itaquaquecetuba,SP
Fiat,Mobi,Mobi Evo Like 1.0 (Flex),42000,2016,128000,Manual,Várzea Grande,MT
Kia,Picanto,Picanto 1.0 J323 (Flex),42000,2016,65278,Manual,São Luís,MA
Ford,Ka,Ka Hatch SE 1.0 (Flex),42000,2014,98000,Manual,Bauru,SP
Ford,New Fiesta Hatch,New Fiesta S 1.5 16V,42000,2014,67039,Manual,Jacobina,BA
Volkswagen,Gol,Gol 1.0 TEC Trendline (Flex) 4p,42000,2014,160000,Manual,Dourados,MS
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,42000,2013,82000,Manual,Jacutinga,MG
Volkswagen,Fox,Fox 1.0 TEC (Flex) 4p,42000,2013,68000,Manual,Jacutinga,MG
Volkswagen,Voyage,Voyage 1.0 TEC City (Flex),42000,2013,147518,Manual,Três Lagoas,MS
Fiat,Palio,Palio Essence 1.6 16V (Flex),42000,2013,77000,Manual,Linhares,ES
Toyota,Etios Hatch,Etios XS 1.5 (Flex),42000,2013,35000,Manual,Belém,PA
Hyundai,HB20,HB20 1.0 Comfort,42000,2014,109000,Manual,Trindade,GO
Hyundai,HB20,HB20 1.0 Comfort,42000,2013,88600,Manual,Recife,PE
Hyundai,HB20,HB20 1.0 Comfort Plus,42000,2012,41000,Manual,Rio Branco,AC
Volkswagen,Saveiro,Saveiro 1.6 (Flex),42000,2012,126250,Manual,Paraguaçu Paulista,SP
Chevrolet,Sonic Sedan,Sonic Sedan LTZ (Aut),42000,2012,176000,Automático,São Francisco de Paula,RS
Citroën,C3,C3 Exclusive 1.6 16V (Flex)(aut),42000,2013,92000,Automático,Macaé,RJ
Hyundai,HB20,HB20 1.6 Comfort,42000,2012,99964,Manual,São Paulo,SP
Chevrolet,Sonic Sedan,Sonic Sedan LTZ (Aut),42000,2012,120000,Automático,Araraquara,SP
Volkswagen,CrossFox,CrossFox 1.6 VHT (Flex),42000,2011,117691,Manual,Ribeirão Preto,SP
Volkswagen,CrossFox,CrossFox 1.6 (Flex),42000,2010,122889,Manual,Sumaré,SP
Ford,EcoSport,Ecosport XLT 2.0 16V (Flex),42000,2011,86358,Automático,São Paulo,SP
Ford,Ka,Ka Hatch SE 1.0 (Flex),42020,2014,98000,Manual,Mogi das Cruzes,SP
Renault,Logan,Logan Expression 1.0 12V SCe (Flex),42099,2018,35200,Manual,Rio de Janeiro,RJ
Hyundai,HB20,HB20 1.0 Comfort,42199,2015,73582,Manual,Rio de Janeiro,RJ
Honda,Fit,Fit DX 1.4 (Flex),42199,2014,51243,Manual,Rio de Janeiro,RJ
Renault,Fluence,Fluence 2.0 16V Dynamique (Flex),42299,2014,104871,Manual,Rio de Janeiro,RJ
Citroën,C3,C3 Tendance 1.5 8V (Flex),42356,2014,101000,Manual,Varginha,MG
Ford,Ka,Ka 1.0 SE (Flex),42399,2018,47437,Manual,Rio de Janeiro,RJ
Volkswagen,Saveiro,Saveiro 1.6 (Flex),42415,2013,66128,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi Evo Easy 1.0 (Flex),42490,2017,40000,Manual,Campinas,SP
Volkswagen,Fox,Fox Trendline 1.0 TEC (Flex),42490,2015,64004,Manual,Belo Horizonte,MG
Chevrolet,Montana,Montana LS 1.4 (Flex),42490,2014,122000,Manual,Cuiabá,MT
Fiat,Grand Siena,Grand Siena Essence 1.6 16V (Flex),42490,2014,92000,Automático,Campinas,SP
Volkswagen,Gol,Gol 1.6 MSI Trendline (Flex),42499,2018,43879,Manual,Rio de Janeiro,RJ
Volkswagen,Saveiro,Saveiro 1.6 Startline CS (Flex),42499,2016,51489,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),42500,2019,72354,Manual,Curitiba,PR
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),42500,2018,78000,Manual,Goiânia,GO
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),42500,2017,111392,Manual,Curitiba,PR
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),42500,2018,59856,Manual,São Paulo,SP
Renault,Sandero,Sandero Authentique 1.0 12V SCe (Flex),42500,2017,48000,Manual,São Paulo,SP
Ford,Ka,Ka Hatch SE 1.0 (Flex),42500,2015,108000,Manual,Jales,SP
